rname,A-site,count
GL000205.2,35,1
17,2928,7
Y,3762,16
3,914,6
10,39,6303
9,688,20
13,511,3
16,1224,14
17,6053,11
20,1477,2
3,3318,1
9,298,8
11,1649,7
5,2777,3
19,10165,1
9,694,36
2,2755,9
7,7426,1
16,5234,7
X,9454,1
15,746,4
3,3448,15
X,15135,1
2,11187,1
18,2577,4
12,3840,2
8,2655,4
15,150910,8
1,25382,2
X,5942,1
11,11917,4
17,2441,1
2,1608,22
7,3082,1
X,2698,33
22,4124,8
10,2712,3
20,57860,2
17,7350,3
8,118038,4
5,3811,1
17,13846,4
7,13591,5
7,39051,1
3,12240,2
1,4038,1
X,9579,1
18,128,13
12,2420,4
10,10947,4
8,4323,39
13,7512,2
X,2959,33
15,6938,1
GL000195.1,40,63
15,2911,1
6,2521,4
13,49392,4
17,836,33
7,6860,52
X,897,12
3,12966,1
17,1391,5
2,3836,1
3,3085,5
3,14304,1
2,4035,6
10,3289,1
22,3462,4
10,3212,16
17,1886,1
13,560,1
1,40030,1
15,7468,1
6,7909,2
18,595,11
3,6308,7
18,8339,3
7,81265,1
16,5014,27
7,4047,1
12,282,23
1,410,54
5,7441,3
20,10364,2
6,690,36
2,29973,1
18,672,1
1,8907,2
2,4716,2
9,4099,9
13,1931,1
12,550,5
7,4535,1
16,2409,1
18,2528,1
15,758,59
19,10162,1
12,11304,2
8,3362,1
10,2905,7
10,6733,4
3,1466,19
6,109983,2
8,1335,1
20,11464,1
7,61657,1
5,120555,2
6,3587,1
19,659,75
4,5444,5
20,4699,1
8,2696,1
16,445,5
1,183,51
8,5000,5
22,1037,1
2,8750,1
14,308,16
2,4890,7
2,4326,28
12,1453,8
16,2072,1
4,2906,4
3,4360,3
22,1379,6
12,7062,10
13,1435,2
12,639,17
17,1802,3
16,30157,1
6,46,808
11,1293,26
14,3678,23
4,3756,12
13,4074,1
5,7582,2
5,956,5
8,12126,3
9,714,13
2,116,8
14,10507,4
3,4687,2
1,7599,2
10,9382,1
8,13298,1
18,3143,3
6,6439,9
10,554,13
16,2019,1
10,22316,1
4,150661,1
22,1321,3
2,73480,1
1,273,73
2,4781,6
6,5815,2
1,5577,5
5,4035,3
5,52884,4
12,4184,7
16,16737,2
22,7105,11
19,2883,1
10,9394,1
15,5651,2
6,3690,2
8,2127,21
X,5895,1
2,6419,2
6,12160,1
7,1286,17
3,882,3
7,624,13
1,788,65
2,2268,1
X,2712,1
13,21380,11
10,33169,2
7,6638,1
22,4551,3
2,8502,3
3,1644,99
21,3061,1
2,76699,2
17,927,15
14,12079,6
9,6791,1
15,1177,2
3,6383,1
X,5187,1
7,4634,3
12,4916,4
9,3653,5
1,19599,3
10,3235,2
1,1772,32
11,3683,4
5,2049,2
18,54,5
20,2669,2
13,3197,2
12,1145,5
12,250,36
19,1879,1
11,12198,1
1,1538,4
10,9642,1
18,2816,1
7,604,15
12,2409,2
1,1357,32
18,839,1
20,10910,1
18,43799,2
1,67858,1
7,1785,3
12,174,77
11,8696,2
22,29714,2
8,7793,1
3,1974,2
12,4469,4
8,2970,1
10,14099,1
7,640,12
20,2971,11
1,1168,40
1,127679,1
22,9077,2
4,3566,1
17,6763,2
12,11256,1
12,9351,5
17,31,20
8,528,22
12,5845,1
8,1159,2
13,3487,1
17,1037,8
3,448,17
6,101669,2
10,5025,2
16,74543,2
11,1067,26
16,1302,3
11,8379,3
19,388,24
17,18332,3
X,599,1
2,1642,3
18,4625,2
9,1927,8
11,2044,4
18,29218,1
16,9346,4
16,7010,1
8,16539,1
10,5304,4
1,39399,1
8,26279,2
19,27392,6
2,5096,26
12,4218,1
2,6802,1
10,2832,1
8,40030,1
7,3854,2
15,3151,2
3,4707,1
1,6541,1
16,84499,2
7,2801,23
12,1418,8
20,15366,1
22,1007,3
12,2678,5
10,2093,6
6,652,9
6,358,7
14,15146,1
9,2056,3
22,1979,29
4,17191,4
1,122,149
3,10806,3
7,1357,4
19,641,3
12,40218,1
6,1355,72
1,3580,4
5,2004,3
8,460,8
18,824,1
4,1679,3
17,2275,5
15,14824,1
12,721,43
16,30677,10
10,15755,3
11,3298,1
7,111588,8
17,7181,1
18,4213,48
19,3326,4
20,285,4
8,711,4
8,3364,14
5,57441,4
11,1202,16
20,143,51
9,9437,1
3,2527,8
14,36927,28
20,22315,1
X,4458,1
8,1770,3
14,24521,4
12,47085,1
3,9948,1
7,127,80
20,939,3
13,5850,7
14,3674,1
2,5280,1
3,9947,1
2,1201,12
5,18329,1
3,374,16
7,4375,1
17,1835,11
22,71602,1
3,7780,2
12,4957,3
17,7040,5
8,11840,5
7,1875,6
11,381,33
4,9193,1
2,1497,3
22,571,5
17,3349,3
8,3524,26
19,3410,2
3,2266,1
8,3132,1
10,1853,17
6,3367,9
13,1554,3
19,937,2
18,988,19
X,2492,1
20,42374,1
5,3759,4
7,16236,1
7,11005,1
3,1722,4
7,23424,1
1,6870,3
20,2904,2
14,3543,1
20,311,6
14,4946,1
2,7218,8
4,3097,4
19,9905,7
5,532,51
6,17711,1
17,2676,16
X,158,37
17,1954,16
5,2303,1
9,210,11
Y,14063,1
5,16748,3
20,3105,1
18,72736,1
3,976,27
7,2527,4
14,16827,1
1,1911,62
5,5406,3
4,14087,1
19,364,196
21,16968,2
11,2946,6
13,871,1
16,981,7
17,733,22
19,3381,1
21,160,1
13,8967,1
2,9345,1
5,13475,1
10,29001,1
6,3269,2
17,2486,2
14,324,8
14,55892,1
11,311,38
X,20911,2
13,22073,5
20,28410,1
22,4088,1
18,1221,14
22,5637,1
1,474,40
19,16579,1
12,7832,3
19,2610,2
4,13596,1
12,11023,5
16,6643,4
18,1259,17
6,271,33
8,8036,7
10,584,8
22,337,5
7,3034,1
1,1567,30
10,6683,2
14,1473,306
16,63297,1
6,22144,4
2,1792,11
9,871,7
5,12674,26
9,11722,1
11,1014,10
17,1151,36
7,5500,31
3,625,4
10,493,2
9,13540,1
9,2513,1
20,1482,22
1,43473,1
11,557,26
13,3231,1
14,11661,1
6,2788,6
12,804,22
10,7352,4
3,1465,26
13,938,9
17,2170,36
7,6218,2
18,1687,3
19,3145,3
21,272,3
21,768,29
1,2621,11
3,2262,1
21,497,5
2,112241,1
11,5519,1
2,712,26
8,26284,15
2,3796,6
19,2058,10
19,4237,6
16,1684,1
21,5017,2
MT,38,488
4,18182,1
16,1946,2
4,7043,2
3,30799,1
22,9422,1
13,7041,4
9,4917,4
2,910,63
16,8901,1
18,788,7
19,20823,1
5,4102,2
4,320,12
4,597,4
X,3817,1
5,8412,2
1,14710,2
17,2951,4
18,20596,1
17,1434,36
3,3163,7
8,5587,1
14,2831,5
Y,1118,1
12,3007,11
3,21544,6
17,2823,7
8,2116,22
2,6139,3
11,16591,5
3,26158,1
11,841,5
16,964,23
8,30202,10
2,456,53
2,5976,1
3,511,15
3,870,19
20,1171,6
13,219,2
14,13841,1
1,5537,3
2,3608,6
2,6656,9
11,4679,2
8,3815,1
22,2876,7
6,10101,1
2,590,29
X,950,7
10,3576,4
1,1989,2
3,12359,1
4,11201,3
16,2854,1
12,1671,4
22,9169,1
2,8497,1
4,2062,10
2,1906,3
3,5840,2
22,4423,2
6,8944,1
13,1408,3
18,1473,7
7,5689,3
19,1825,5
19,12628,2
4,4798,15
5,560,5
8,3008,1
20,1615,41
20,4224,1
16,10287,1
8,1678,2
20,3845,3
5,1149,10
3,18858,1
12,2156,4
8,9368,4
10,7972,3
X,20539,2
13,4234,1
7,30058,1
13,6567,7
22,3155,1
13,2830,2
Y,178,1
8,12073,1
22,2157,17
11,2335,2
1,4922,2
5,69506,1
16,2394,6
4,5559,19
14,3315,8
17,5599,1
6,5675,1
17,24838,11
15,974,10
1,6227,3
6,19564,10
12,2270,10
22,407,16
6,5604,5
7,3357,1
8,335,34
19,9839,2
1,5683,1
3,3691,28
3,15209,2
7,5502,1
15,183260,1
18,3230,1
3,7654,1
2,8041,1
16,2910,3
2,20887,2
19,22951,4
3,1839,7
X,4208,7
4,2107,9
17,79484,5
22,4385,1
11,7388,3
10,2196,4
11,1061,21
10,5634,12
3,4572,1
7,5446,5
19,17284,1
7,3271,1
3,2041,8
2,3147,4
X,846,3
19,1886,4
7,305,8
8,12229,1
6,59,2
20,1628,5
19,22728,3
12,1596,3
4,788,5
2,1970,9
17,955,12
7,3369,2
2,20987,1
3,14408,1
14,1704,7
3,3343,1
19,1721,4
10,3901,1
2,267,9
21,3140,3
11,2518,1
19,248,113
9,5349,1
5,23217,2
16,10565,2
7,8353,2
5,1076,5
9,13975,1
1,2155,9
7,2072,14
16,69884,1
15,20279,1
4,4960,1
12,9557,2
4,1999,3
17,1961,6
18,3679,4
X,1952,2
22,1956,6
5,238,6
7,6706,2
3,24042,3
8,1128,4
20,5631,2
7,3009,4
14,118,41
4,536,1
9,3416,1
18,23556,2
19,9888,5
19,650,14
6,3754,1
8,7326,1
14,1637,11
20,2295,74
3,93367,4
4,5560,9
17,47186,2
6,1486,2
9,1947,2
10,933,38
17,3056,1
X,3887,1
4,3759,9
6,1271,6
X,2555,2
10,1329,1
22,4528,2
22,4787,4
17,3055,1
8,3075,1
10,15411,3
10,6028,1
4,2244,36
14,8606,6
12,9696,8
15,2385,2
8,15209,1
X,41313,1
11,62950,1
18,3859,1
10,4926,23
11,1145,29
14,2211,1
10,6811,1
14,3806,2
9,5206,1
18,3923,1
9,18502,1
10,1287,9
3,1116,11
22,7076,2
12,1026,2
3,5004,3
4,6297,1
9,5203,1
6,1464,2
12,11200,3
15,866,1
16,365,8
1,8258,1
19,584,21
21,21697,2
17,6093,1
17,1888,4
16,8724,1
17,1666,16
17,4236,4
4,3512,9
1,10464,4
2,4102,4
2,10679,1
4,4586,3
2,595,46
8,199,8
14,1441,11
3,11415,1
18,18572,1
19,2132,2
2,289,24
11,30839,1
6,5436,2
22,15556,2
3,1935,5
1,3080,3
2,5337,2
9,3880,3
X,424,14
18,3606,7
16,17267,1
5,20686,1
20,7901,1
18,1041,1
10,1620,6
16,3791,1
7,78097,3
11,4750,3
3,19770,4
15,867,2
19,4914,1
7,6368,4
X,677,27
19,40,15046
6,64050,1
16,2845,9
5,6006,1
3,1170,18
12,1353,10
10,10449,2
5,4097,1
9,7227,1
16,2009,5
11,7441,10
8,4706,5
4,1631,13
14,2873,54
9,2494,1
16,2945,5
19,5668,1
13,5698,2
12,2493,3
13,21035,3
11,6514,1
7,45678,3
X,5103,1
2,14117,12
7,1135,20
13,67917,7
19,1020,5
11,2962,11
10,49462,2
1,8595,25
19,18667,8
7,9526,1
6,17783,1
3,4999,3
7,60631,2
3,1324,1
17,5132,1
12,208,39
2,2237,5
1,22063,1
7,2101,1
11,123,96
6,7507,2
6,49289,5
6,1034,2
5,1218,6
12,25870,3
15,4788,1
11,3341,2
2,1305,39
2,59570,1
5,1281,25
6,2157,5
2,21102,3
17,749,36
10,3292,3
X,3748,3
13,16923,2
20,46411,2
X,134,123
10,4144,1
3,932,3
15,19744,2
4,5424,1
14,1246,1
2,15820,1
4,3019,9
5,933,49
1,36414,1
2,6445,2
6,1411,7
4,3584,1
2,3083,3
7,37857,1
4,2802,2
5,62399,1
6,1305,13
X,13671,3
3,3914,1
2,7644,2
4,7597,1
4,2363,4
10,17400,2
17,767,11
11,65545,1
7,122,42
2,3561,5
14,5048,10
X,19366,2
4,5431,1
1,11362,12
18,8235,1
8,2070,1
1,3410,9
5,709,8
3,19890,2
3,7439,1
9,11274,2
8,2164,2
20,11456,1
17,453,40
1,2048,17
11,898,7
6,20977,1
14,224,8
12,27675,1
3,24171,1
20,293,13
8,1149,1
4,1170,29
1,6325,2
7,20803,3
10,9185,2
8,1881,8
22,1581,5
19,4533,1
KI270744.1,41,2
16,153,60
X,5841,2
2,13049,1
5,30,78
17,8656,14
X,1611,12
9,3589,10
19,442,65
16,886,12
1,946,37
4,1450,14
8,7748,14
9,3744,4
4,1339,1
5,1279,11
17,1843,1
12,2827,4
1,5080,1
13,2895,2
8,2437,2
1,5150,15
6,522,13
14,6004,2
22,3408,2
4,1378,4
9,6025,4
3,17558,3
X,7627,1
19,2858,3
9,7547,1
16,4340,1
20,9094,2
6,2361,11
5,4873,1
11,2593,8
5,4859,1
20,3352,2
1,5152,19
15,1154,3
19,1440,3
7,39396,1
10,53460,1
3,7685,1
16,5169,2
8,11194,1
9,8372,1
2,7923,5
1,15101,2
3,3330,15
17,1265,3
16,31301,1
15,6337,5
KI270721.1,45,5
11,886,15
10,8018,1
21,1821,2
12,1948,9
12,724,73
10,477,4
20,19552,1
2,6363,4
2,1673,20
7,6140,1
4,7952,2
11,7820,22
19,1271,15
16,2934,5
6,1093,9
X,355,9
1,8773,12
2,7821,2
17,27093,8
8,7383,6
16,2439,2
4,2275,1
3,5513,2
2,715,56
X,12371,1
7,926,2
20,5669,5
6,2011,6
3,36807,1
7,263,20
10,5114,5
4,812,47
16,2943,33
4,1865,10
X,19301,1
1,4051,1
11,1108,38
10,63894,1
11,5915,3
16,14277,1
6,8134,3
3,1495,3
8,4229,2
12,3866,5
10,44803,34
3,3881,2
1,1714,13
17,548,5
3,5329,4
7,5823,1
20,1079,12
3,7672,1
9,2272,1
22,1263,25
10,4670,2
12,272,23
5,5946,1
3,5204,1
2,4296,1
2,1984,33
7,20291,1
18,5945,4
3,2974,1
20,12459,5
12,15999,2
16,1346,2
13,33418,4
X,2061,4
X,3312,2
9,18270,1
3,4517,6
10,63896,1
9,13245,1
7,1478,4
7,353,2
12,1137,39
17,625,21
2,2123,2
4,6273,1
17,31928,1
4,3215,5
10,1480,3
9,3623,1
11,2460,16
19,2912,1
14,2388,6
5,3996,1
17,533,69
X,1068,13
16,4278,1
16,1566,5
15,1938,20
22,1815,2
4,2983,6
11,3792,2
3,11184,2
4,2096,7
8,1768,5
9,1738,8
1,4412,3
8,1413,78
13,3697,6
10,2059,3
15,8361,1
5,2828,4
17,295,45
1,55262,26
1,3836,11
19,2729,4
X,10310,13
10,36351,1
12,4561,3
1,4584,3
2,443,11
7,2246,1
12,1650,3
19,523,7
2,5683,1
22,18447,1
10,8591,1
16,1750,3
9,11126,3
1,11063,8
10,3900,1
15,3556,15
7,4671,38
2,6843,10
20,1276,7
3,12215,1
14,3511,4
2,2435,2
17,2140,4
6,107808,1
20,7825,1
5,18820,3
22,2125,2
11,256,78
5,28010,1
19,363,92
19,1158,20
8,4479,3
12,27839,1
4,58179,1
15,25734,9
15,1819,32
5,1330,3
14,8772,13
21,4286,2
11,2070,7
4,7662,3
14,1673,2
17,1066,5
10,7143,1
7,3091,6
19,4849,7
2,8787,1
17,1026,28
1,2468,6
10,4563,12
X,2622,17
16,7731,2
9,2097,5
4,6789,2
2,2081,7
12,37115,12
GL000220.1,33,27
1,1204,6
9,3522,51
7,57075,1
8,16066,1
10,1209,3
3,5752,3
8,50493,2
22,4172,1
10,3918,10
9,2998,5
1,18465,2
2,1779,3
22,21182,2
17,3432,3
4,7656,9
15,11667,2
19,613,7
7,5400,16
7,9179,3
2,4170,3
3,586,11
10,543,4
14,1218,3
17,11468,1
2,4808,3
22,236,6
11,44,69188
13,1037,1
8,1935,3
18,177,12
11,10155,5
2,2718,10
9,3823,1
9,8858,2
16,11308,1
4,11083,1
7,1628,3
13,1940,3
4,3066,2
1,3392,1
6,237,43
13,5038,1
1,4179,20
6,4688,1
13,4539,1
5,2080,49
2,246,48
9,3746,6
11,2089,4
19,5434,11
3,18924,2
12,504,16
7,17484,1
16,2397,7
Y,444,2
3,2960,40
2,16309,1
12,17968,2
2,300,23
10,21750,1
1,1866,6
6,7099,19
7,118,69
2,3734,12
22,1232,9
19,11667,1
5,20301,1
14,7159,2
20,9705,2
7,9929,2
8,12736,1
20,382,5
2,1317,3
13,5649,1
3,5583,2
6,5868,2
11,5145,4
13,554,6
5,1876,4
10,29375,1
10,6164,1
17,6067,3
21,887,1
1,25329,3
5,3884,3
2,3060,1
6,3185,2
13,1107,3
2,51163,5
2,2938,49
12,11231,1
6,7239,3
15,1962,1
14,4775,1
6,1127,9
Y,2940,4
10,443,5
11,48382,1
X,2703,2
15,438,9
20,3784,3
13,997,2
6,24581,6
11,378,37
13,26358,1
14,710,6700
6,19476,3
18,3399,1
14,366,21
5,7292,2
17,3827,1
10,16610,4
2,6434,3
19,2089,4
2,4036,6
X,739,6
11,648,14
12,180,78
1,2522,4
10,7593,7
9,787,6
2,717,39
7,3430,8
15,4034,1
18,18760,3
2,2957,5
11,3850,1
X,65294,1
4,2226,11
19,805,18
16,2979,18
6,4333,2
12,1311,11
6,3928,1
7,3161,3
21,1576,1
2,7285,4
19,358,50
11,401,9
15,7991,6
20,2839,1
17,655,29
X,2605,1
5,18111,2
9,27721,1
17,4727,1
1,3207,9
8,1728,16
20,6526,2
17,44154,1
2,1683,10
2,16523,1
8,15822,1
18,3536,1
19,13933,1
17,3715,4
13,729,4
11,22491,1
1,2818,4
11,5141,3
14,8215,7
19,3304,2
3,3324,3
2,9160,2
18,1228,1
8,2742,1
20,1149,15
6,22275,2
9,63018,1
11,4543,1
16,797,5
11,29945,1
9,1297,1
4,6651,2
3,181,14
10,1470,3
3,4846,1
17,4695,5
17,6104,1
6,2474,1
21,2654,1
4,7070,2
10,834,5
14,9497,3
3,6701,1
19,6197,3
1,7740,4
3,61558,1
22,8149,4
1,16105,1
2,48647,12
7,11986,1
11,17189,3
X,525,11
2,3890,2
16,770,13
11,5397,1
2,12232,2
18,969,43
15,1901,1
2,3811,2
19,8204,1
10,2435,5
15,4363,2
22,1596,3
12,3958,2
16,1439,92
15,2377,1
10,1754,9
4,2022,4
10,3843,2
10,18464,1
7,912,6
7,1804,6
21,2510,2
6,5500,2
9,4390,3
9,11065,8
15,8469,1
1,3703,6
10,108,1
3,1434,7
19,3049,2
7,9561,1
12,1025,3
19,4556,2
22,918,3
17,358,21
11,4664,2
9,3240,12
19,888,20
12,1805,20
15,907,2
17,19350,1
21,587,20
17,5305,17
5,1607,8
2,10342,3
22,233,11
21,6392,13
X,2292,3
KI270723.1,50,1
22,351,6
2,15648,1
21,1386,13
15,891,1
3,1306,2
3,299,34
20,2458,1
5,7070,1
10,2486,8
7,4994,2
8,38013,10
9,1411,2
7,9721,10
20,3972,6
14,11779,7
4,3466,1
4,77654,10
1,2717,57
1,1092,67
14,1571,3
1,5672,4
5,3248,1
14,1171,3
2,9680,1
8,654,4
19,3006,1
1,8660,1
2,29168,2
6,656,5
5,1600,32
20,3040,26
17,5753,1
8,709,1
7,105,1
19,983,8
3,5190,4
5,3545,2
X,3513,3
14,3492,1
10,4566,3
4,29071,2
18,1980,1
1,26210,1
16,2777,1
22,7370,1
3,4679,1
20,175,141
4,13177,1
2,5911,1
X,1805,1
7,29177,1
X,2589,2
4,17047,1
1,12058,1
2,5614,12
15,3896,2
8,1557,7
2,9050,1
11,2524,3
12,2226,2
5,2867,20
17,450,18
11,590,11
21,3133,1
13,135,15
5,2954,1
3,2431,6
12,1515,2
12,40970,10
3,1691,2
8,4195,8
4,5092,2
7,15279,1
2,4773,3
18,152,45
17,6720,2
12,1110,39
8,2064,5
13,1500,3
20,33239,1
11,2619,1
10,1304,7
4,1287,6
19,2562,4
12,7602,1
22,537,9
14,3601,4
20,681,22
14,3539,1
1,696,27
22,2654,2
10,6716,6
12,57698,1
5,2841,24
11,1091,10
2,3954,8
19,7859,3
1,4987,23
20,2426,1
5,3597,4
9,3631,2
17,856,12
11,3662,3
19,13423,1
5,12564,5
8,504,1
6,1548,2
19,3580,2
15,3570,1
3,2904,2
11,574,15
X,1417,1
19,3029,4
4,1956,2
10,7353,1
12,6061,2
7,5700,2
10,8827,3
15,1119,4
22,4510,1
17,18114,1
2,2441,5
18,1676,3
5,3409,3
18,2032,1
1,3251,10
7,593,7
12,1411,1
16,13085,5
5,31060,1
12,201,57
15,2818,5
12,93460,1
14,3041,1
7,6023,1
20,2027,25
12,2677,2
20,1717,6
13,8177,7
7,1449,10
3,389,6
2,258,24
16,8467,1
X,15366,1
20,3455,4
8,4736,1
12,797,1
10,3328,2
21,1712,1
X,778,9
15,6096,4
10,1371,4
14,6078,1
18,6022,1
17,2099,2
3,4338,1
12,15745,17
12,5694,1
1,10007,1
X,526,28
1,597,19
X,6949,4
16,4163,5
17,1633,2
21,1279,6
2,11407,1
7,2009,4
13,5049,1
10,2859,2
5,24691,1
17,2644,2
7,2382,6
9,2522,1
1,1863,36
19,4606,3
6,398,15
4,22125,1
17,5309,1
11,4174,1
14,22731,1
6,352,15
5,326,23
19,3472,2
7,9093,2
2,786,6
10,916,9
17,4143,4
14,964,7
9,3788,2
X,1167,16
12,5284,1
8,1416,3
8,7266,3
2,2376,16
12,3220,2
16,8815,1
17,5131,1
12,6438,4
5,9632,1
8,8055,8
6,3921,2
2,2007,1
12,3004,3
6,121,33
12,661,36
4,3969,4
9,3234,1
4,2654,1
1,3004,24
11,2319,4
4,870,7
19,3769,1
2,4545,1
15,8090,1
22,717,18
10,11118,1
19,3684,14
4,186,4
12,2500,1
22,15509,7
1,424,44
11,2543,2
16,5304,1
20,7918,2
3,24913,3
19,8878,2
4,2721,2
10,8422,4
15,30,6
2,4128,6
2,7711,2
3,47951,1
X,2072,3
10,7876,1
2,130,160
11,1137,10
8,5121,1
3,5567,2
19,3513,6
19,2422,1
5,8077,1
20,2803,2
12,3242,1
13,596,16
3,9951,2
X,19623,2
17,2584,2
3,48801,1
Y,2770,3
6,3457,4
12,5101,3
6,409,89
8,2782,3
9,3875,1
14,13758,1
2,1617,42
7,15875,1
2,4490,8
11,758,12
16,3682,1
12,3058,13
17,5136,12
KI270720.1,42,7
11,1409,20
16,128,216
17,79942,2
14,3206,8
9,4156,1
15,21792,5
17,4587,2
1,15683,7
19,3157,16
19,12236,1
4,2857,5
X,2321,1
2,1118,11
12,3579,3
1,40695,1
14,4845,1
10,3851,1
6,2786,267
7,931,126
22,1694,7
8,4805,17
8,593,1
19,1167,5
12,990,4
18,664,1
10,3321,6
3,114617,1
5,496,6
17,5007,1
14,2626,1
13,736,1
12,3631,1
9,13344,1
3,1241,2
2,85789,1
8,1763,2
2,1495,15
14,9104,1
4,3891,2
1,4986,5
17,3415,4
21,32351,4
16,2336,8
17,1506,4
9,2437,1
9,1065,69
4,8660,2
10,7251,1
17,8057,1
16,650,18
17,1157,1
19,51807,1
12,4904,1
5,4946,1
1,153,106
19,12280,2
5,51021,1
7,199,16
10,5811,2
8,4876,1
20,1061,1
12,5839,1
11,5125,2
3,11741,3
20,8431,2
13,3331,1
2,9825,1
5,511,23
10,9825,3
9,7460,2
17,5763,2
3,21401,2
22,4591,1
18,728,1
X,3385,6
X,1091,7
5,4945,1
7,2986,3
22,4210,1
15,2334,1
4,6556,2
14,1115,4
8,6158,1
6,56775,1
6,4186,1
4,11041,2
13,2316,1
3,8802,10
17,47182,1
11,3785,2
2,81072,3
11,7299,4
3,118297,12
17,941,19
9,592,10
16,2581,1
17,2112,1
11,4681,1
12,345,166
11,19352,1
3,874,3
21,4811,3
7,2505,3
11,497,17
12,5791,2
X,2833,1
10,27635,7
18,3668,1
11,3313,1
1,10420,2
9,2042,7
17,4140,1
20,32800,1
9,1560,5
2,66845,2
18,665,1
4,6020,2
2,9743,4
2,8110,2
7,1812,59
4,16389,7
7,378,4
20,14060,3
10,259,3
17,1540,21
2,7761,1
9,5447,12
13,9398,1
20,34629,1
2,27234,3
4,11230,2
6,25824,7
8,6145,1
11,1606,2
15,2784,2
18,813,3
11,6826,2
16,19182,1
1,2967,4
6,1846,9
14,902,419
22,1654,30
21,972,10
12,19429,20
KI270731.1,38,5
20,418,4
17,2572,15
6,10435,1
21,3029,2
9,72921,2
17,1964,10
5,11137,20
14,627,3
6,5162,1
16,834,3
2,3877,2
18,35481,3
2,4321,2
12,3086,27
18,3780,4
16,6574,4
4,29843,1
2,4319,1
1,33562,1
18,30672,1
3,1976,9
8,69207,1
11,1268,19
13,32,28
22,53945,1
4,5752,6
4,1090,102
7,551,10
15,4193,1
22,3416,1
13,2719,3
6,4021,1
12,6076,1
20,7609,1
20,151,84
5,3867,1
2,394,45
19,9889,1
3,1979,12
21,2635,1
11,31378,3
11,2392,4
3,3165,7
21,693,35
4,158733,1
13,6808,5
5,124206,1
11,324,18
3,1784,4
18,35,618
13,12158,2
17,336,38
2,7908,1
19,5030,8
12,1283,7
20,2524,9
15,29740,3
9,19202,3
2,676,25
17,2308,5
5,649,8
12,112857,3
17,1998,2
22,1819,2
4,2033,6
22,524,7
12,17616,1
20,881,8
3,4659,1
9,5634,3
4,1429,10
15,57900,1
14,6029,4
4,848,13
X,2064,3
8,4071,26
8,5489,5
3,5874,1
12,4346,5
4,44804,3
19,255,30
20,2366,4
4,2210,10
16,6644,5
20,14184,2
9,346,102
21,3209,5
8,4329,26
20,19323,1
5,2955,5
7,18214,1
9,2506,1
13,192,1
6,20486,1
10,324,5
14,6636,6
3,1165,4
6,1475,21
4,517,4
8,1015,2
6,29897,2
12,11541,2
12,4215,3
4,3348,3
3,4452,2
5,408,4
21,1572,2
6,10878,5
15,5602,10
10,1612,1
2,3255,1
15,4783,8
X,10491,1
19,4904,3
X,3842,2
21,32494,1
5,13157,4
4,6346,2
12,102255,1
13,1670,3
8,8164,2
5,10431,1
16,13027,1
4,5336,2
5,2750,1
2,10402,2
14,6629,2
X,2870,1
12,2851,3
2,3467,1
1,9107,2
7,9965,1
17,1137,10
11,1890,6
10,3663,1
14,1954,3
5,46424,1
16,10936,1
15,346,14
9,6384,4
3,334,5
11,4943,8
3,4789,12
8,4865,1
8,13160,2
9,44930,3
17,3583,9
1,13426,2
1,4388,4
X,2098,1
3,1243,2
2,40141,1
10,9443,2
14,752,11
12,8497,1
14,820,5
20,14261,1
19,2847,4
10,4937,2
2,451,24
1,1713,34
2,40248,9
19,16578,1
22,30588,1
17,4780,2
2,11289,1
8,5040,1
12,2285,3
1,5012,1
16,9064,1
8,7082,2
11,2598,3
15,46,816
5,2285,25
20,3924,1
6,394,13
9,10286,1
11,4411,2
14,2041,1
17,755,7
13,3471,4
17,4875,1
4,3784,6
17,7051,1
1,3484,5
X,15552,1
15,5122,6
21,633,4
13,1077,3
6,3706,4
7,7888,2
19,20129,3
14,3769,1
11,1679,1
1,18056,2
14,36925,1
14,6447,1
11,1224,25
X,1424,1
6,4128,26
8,154,42
15,994,3
11,5319,1
1,10618,8
3,6037,1
5,167,16
7,32607,1
19,1671,5
4,11931,9
4,3606,5
22,945,12
19,5967,1
5,174,6
GL000219.1,43,33
1,13688,2
6,7113,3
22,6852,10
8,9670,3
5,22213,1
17,3519,1
3,4680,2
4,49665,1
11,8229,1
16,1427,2
17,727,11
12,5245,3
3,7056,1
16,2613,6
14,1985,44
1,31720,1
16,2969,1
1,433,26
2,2223,12
10,689,3
4,5017,1
16,974,6
7,4654,2
16,15479,3
14,5852,8
9,1747,9
5,2130,4
3,719,11
16,69885,1
3,36601,4
2,3150,9
13,2341,2
20,580,7
20,2272,3
16,2012,10
14,1268,3
4,11383,2
16,3236,1
6,2627,3
21,1689,4
11,6739,2
15,13489,2
18,5794,1
4,856,9
5,129,100
9,5348,2
14,745,29
6,1694,4
4,3401,17
21,1146,2
3,2670,1
10,27642,1
5,8115,1
21,1630,1
1,10878,1
14,4334,3
19,1893,9
16,2078,5
GL000216.2,41,3
19,5832,2
17,2815,4
20,1199,4
6,1110,15
12,2185,23
11,6331,1
12,3157,1
1,4940,6
10,1717,9
1,1674,19
18,3397,2
5,3621,1
Y,96910,4
6,2811,2
2,2148,13
4,25875,2
12,6211,3
11,44004,2
2,6933,4
20,2523,10
9,10512,5
2,9115,1
18,1225,1
20,2536,1
11,12207,2
16,22333,4
X,596,2
17,3162,4
5,3018,4
3,375,7
18,45289,3
6,1210,103
7,291,3
12,438,32
15,3524,2
14,1630,1
18,2483,3
19,3275,8
